id_venta,producto,cantidad,precio_unitario,total,fecha
1270,Impresora,3,2706,8118,2024-01-31
1271,Teclado,3,4532,13596,2025-07-27
1272,Tablet,2,435,870,2025-08-13
1273,Mouse,1,1491,1491,2024-09-03
1274,Teclado,2,4200,8400,2024-11-10
1275,Impresora,3,4282,12846,2024-10-22
1276,Laptop,2,2451,4902,2025-07-18
1277,Laptop,4,2535,10140,2025-01-07
1278,Memoria USB,1,1115,1115,2025-01-30
1279,Disco Duro,2,829,1658,2025-08-12
1280,Celular,4,3064,12256,2025-07-06
1281,Laptop,3,1012,3036,2025-02-04
1282,Auriculares,2,1301,2602,2025-03-26
1283,Teclado,3,4390,13170,2025-01-23
1284,Auriculares,4,1793,7172,2023-09-25
1285,Impresora,3,3581,10743,2025-07-13
1286,Laptop,4,3836,15344,2024-12-24
1287,Celular,4,1776,7104,2025-05-03
1288,Impresora,4,2393,9572,2024-10-18
1289,Tablet,2,2596,5192,2024-12-02
1290,Tablet,3,911,2733,2023-09-15
1291,Auriculares,3,4204,12612,2024-03-25
1292,Disco Duro,1,727,727,2023-10-16
1293,Mouse,1,2417,2417,2023-09-17
1294,Disco Duro,1,4502,4502,2024-05-29
1295,Memoria USB,1,2154,2154,2024-07-14
1296,Disco Duro,3,2374,7122,2024-02-24
1297,Memoria USB,4,4555,18220,2024-12-29
1298,Memoria USB,4,996,3984,2023-09-03
1299,Celular,2,754,1508,2025-05-24
1300,Laptop,4,2488,9952,2024-10-29
1301,Celular,3,2560,7680,2024-03-17
1302,Memoria USB,3,652,1956,2024-01-02
1303,Impresora,3,4288,12864,2024-07-26
1304,Tablet,2,4119,8238,2024-03-05
1305,Memoria USB,1,2921,2921,2024-05-10
1306,Celular,4,1683,6732,2024-05-30
1307,Impresora,3,2035,6105,2024-08-25
1308,Celular,3,3201,9603,2023-12-03
1309,Disco Duro,1,4083,4083,2025-05-15
1310,Teclado,3,2650,7950,2024-02-21
1311,Auriculares,4,3892,15568,2024-10-18
1312,Mouse,2,1074,2148,2023-08-31
1313,Celular,3,400,1200,2025-03-01
1314,Mouse,4,3102,12408,2024-04-22
1315,Monitor,3,2411,7233,2025-05-07
1316,Celular,1,1612,1612,2025-03-11
1317,Teclado,3,4281,12843,2024-09-18
1318,Mouse,3,2767,8301,2025-01-30
1319,Memoria USB,2,2409,4818,2023-09-28
1320,Celular,1,3573,3573,2024-02-16
1321,Laptop,1,3047,3047,2025-05-22
1322,Auriculares,2,1227,2454,2025-05-12
1323,Teclado,3,3873,11619,2023-11-02
1324,Mouse,4,564,2256,2024-08-08
1325,Teclado,1,3101,3101,2025-05-06
1326,Impresora,1,3683,3683,2024-01-18
1327,Auriculares,3,2259,6777,2025-07-19
1328,Memoria USB,3,2387,7161,2023-12-05
1329,Celular,1,3793,3793,2025-06-11
1330,Celular,3,2647,7941,2024-03-30
1331,Celular,4,3951,15804,2024-08-30
1332,Auriculares,1,2494,2494,2025-01-21
1333,Laptop,4,3150,12600,2024-05-08
1334,Monitor,4,3527,14108,2024-06-16
1335,Tablet,3,116,348,2023-10-03
1336,Disco Duro,4,3878,15512,2024-12-26
1337,Mouse,3,2728,8184,2024-11-03
1338,Laptop,2,3356,6712,2023-10-08
1339,Memoria USB,3,476,1428,2023-11-15
1340,Mouse,4,4388,17552,2025-07-08
1341,Celular,2,3007,6014,2023-10-19
1342,Teclado,3,4108,12324,2025-08-02
1343,Memoria USB,4,3904,15616,2024-03-18
1344,Mouse,1,1051,1051,2024-04-26
1345,Celular,1,227,227,2024-03-20
1346,Mouse,3,1957,5871,2023-09-30
1347,Teclado,3,1166,3498,2024-04-30
1348,Celular,1,4319,4319,2025-05-26
1349,Monitor,4,2584,10336,2024-10-08
1350,Laptop,4,462,1848,2024-11-10
1351,Impresora,4,4804,19216,2023-10-13
1352,Disco Duro,3,852,2556,2024-08-30
1353,Auriculares,2,1481,2962,2025-01-29
1354,Disco Duro,2,3536,7072,2024-01-25
1355,Memoria USB,2,1179,2358,2025-02-14
1356,Disco Duro,2,406,812,2023-11-20
1357,Celular,2,2061,4122,2025-07-01
1358,Monitor,3,2573,7719,2024-08-07
1359,Impresora,3,1738,5214,2023-10-30
1360,Laptop,2,4795,9590,2024-02-01
1361,Laptop,3,4070,12210,2024-04-20
1362,Teclado,3,3429,10287,2024-12-29
1363,Auriculares,2,709,1418,2024-09-08
1364,Mouse,4,1189,4756,2023-10-13
1365,Monitor,3,972,2916,2025-06-06
1366,Mouse,4,4899,19596,2023-10-24
1367,Impresora,3,4610,13830,2025-01-12
1368,Disco Duro,3,3516,10548,2024-06-09
1369,Laptop,2,3937,7874,2023-11-21
1370,Impresora,3,4862,14586,2025-06-16
1371,Disco Duro,1,2504,2504,2024-10-19
1372,Laptop,1,1874,1874,2025-06-21
1373,Disco Duro,2,3459,6918,2024-08-21
1374,Auriculares,4,3251,13004,2024-01-19
1375,Monitor,4,2617,10468,2024-05-19
1376,Memoria USB,4,4003,16012,2025-03-25
1377,Impresora,1,2211,2211,2023-12-16
1378,Impresora,4,2655,10620,2025-07-26
1379,Tablet,4,676,2704,2025-01-19
1380,Celular,2,3832,7664,2025-03-31
1381,Auriculares,4,3360,13440,2024-04-19
1382,Auriculares,1,3931,3931,2023-09-21
1383,Mouse,1,1816,1816,2024-01-12
1384,Disco Duro,1,4383,4383,2024-07-13
1385,Celular,2,1782,3564,2025-07-17
1386,Monitor,2,4492,8984,2023-09-07
1387,Monitor,3,3305,9915,2023-12-11
1388,Auriculares,4,1605,6420,2025-08-04
1389,Monitor,2,3583,7166,2023-12-07
1390,Tablet,1,2460,2460,2024-09-04
1391,Impresora,1,4604,4604,2024-01-31
1392,Teclado,2,4837,9674,2024-05-31
1393,Memoria USB,2,3120,6240,2024-05-17
1394,Mouse,2,3264,6528,2024-12-18
1395,Disco Duro,3,1060,3180,2025-06-19
1396,Memoria USB,1,3147,3147,2023-11-03
1397,Disco Duro,3,2293,6879,2024-03-06
1398,Laptop,3,3649,10947,2024-04-21
1399,Memoria USB,4,2134,8536,2025-04-11
1400,Teclado,1,1697,1697,2024-05-07
1401,Auriculares,1,3114,3114,2024-01-18
1402,Tablet,2,1018,2036,2024-09-15
1403,Impresora,2,2304,4608,2024-10-11
1404,Impresora,4,1609,6436,2024-10-21
1405,Tablet,3,1181,3543,2025-07-24
1406,Celular,2,2540,5080,2024-03-26
1407,Laptop,2,3875,7750,2023-11-16
1408,Disco Duro,1,4668,4668,2024-03-25
1409,Teclado,1,714,714,2024-10-18
1410,Monitor,2,4432,8864,2024-07-07
1411,Memoria USB,1,4883,4883,2023-12-18
1412,Laptop,4,3818,15272,2024-10-10
1413,Memoria USB,2,3703,7406,2025-04-12
1414,Teclado,1,1991,1991,2023-10-01
1415,Mouse,4,1523,6092,2024-01-30
1416,Mouse,1,3269,3269,2025-07-25
1417,Laptop,1,4238,4238,2025-02-09
1418,Auriculares,1,3262,3262,2024-10-15
1419,Teclado,2,1888,3776,2025-06-16
1420,Teclado,3,1691,5073,2023-11-25
1421,Tablet,1,1102,1102,2024-11-06
1422,Auriculares,4,1748,6992,2025-03-02
1423,Disco Duro,2,3871,7742,2025-06-02
1424,Disco Duro,2,2162,4324,2024-11-30
1425,Monitor,4,1168,4672,2024-06-05
1426,Impresora,1,273,273,2025-06-28
1427,Mouse,3,4122,12366,2024-10-07
1428,Disco Duro,1,3562,3562,2024-09-25
1429,Auriculares,4,2795,11180,2025-01-31
1430,Teclado,2,4657,9314,2023-09-09
1431,Disco Duro,3,3353,10059,2024-01-05
1432,Teclado,2,4204,8408,2024-11-28
1433,Disco Duro,4,3299,13196,2024-04-26
1434,Mouse,1,4328,4328,2025-08-01
1435,Memoria USB,3,2901,8703,2023-08-23
1436,Disco Duro,2,285,570,2025-07-24
1437,Auriculares,2,2360,4720,2024-09-06
1438,Disco Duro,2,3168,6336,2025-01-12
1439,Impresora,1,3379,3379,2024-11-24
1440,Mouse,3,1024,3072,2025-01-08
1441,Auriculares,1,2114,2114,2024-12-10
1442,Tablet,1,4737,4737,2025-03-01
1443,Auriculares,1,3291,3291,2023-09-23
1444,Impresora,4,4542,18168,2023-12-18
1445,Memoria USB,4,229,916,2024-02-22
1446,Mouse,4,907,3628,2024-02-29
1447,Tablet,3,173,519,2025-08-19
1448,Impresora,1,3613,3613,2023-11-04
1449,Impresora,1,434,434,2025-05-06
1450,Laptop,4,3444,13776,2023-12-03
1451,Mouse,1,1304,1304,2025-03-30
1452,Auriculares,1,3168,3168,2024-10-15
1453,Teclado,2,788,1576,2024-12-07
1454,Memoria USB,1,1002,1002,2023-12-14
1455,Teclado,2,3222,6444,2024-09-04
1456,Auriculares,1,4694,4694,2024-06-30
1457,Auriculares,3,3546,10638,2024-07-17
1458,Mouse,4,2807,11228,2024-07-26
1459,Auriculares,2,2230,4460,2024-04-16
1460,Laptop,4,1058,4232,2024-02-11
1461,Tablet,2,3952,7904,2023-11-09
1462,Auriculares,2,561,1122,2024-11-28
1463,Teclado,2,378,756,2025-04-18
1464,Auriculares,3,869,2607,2025-01-04
1465,Laptop,1,4542,4542,2025-03-06
1466,Disco Duro,2,2564,5128,2024-06-02
1467,Disco Duro,3,4601,13803,2024-04-01
1468,Impresora,2,1851,3702,2025-04-06
1469,Memoria USB,1,1492,1492,2024-05-14
1470,Monitor,2,1456,2912,2025-06-19
1471,Tablet,3,349,1047,2024-08-29
1472,Celular,1,4374,4374,2024-04-11
1473,Impresora,3,4258,12774,2024-04-14
1474,Memoria USB,1,4028,4028,2025-06-23
1475,Disco Duro,1,4742,4742,2024-07-01
1476,Teclado,4,1408,5632,2024-09-05
1477,Celular,4,4205,16820,2025-04-27
1478,Memoria USB,4,739,2956,2025-03-07
1479,Memoria USB,1,3255,3255,2024-10-15
1480,Impresora,2,4596,9192,2023-10-13
1481,Celular,3,2151,6453,2025-08-12
1482,Mouse,3,1120,3360,2025-05-26
1483,Monitor,3,692,2076,2025-01-12
1484,Mouse,4,536,2144,2024-03-14
1485,Celular,1,2552,2552,2024-05-05
1486,Mouse,4,3690,14760,2024-02-23
1487,Laptop,2,801,1602,2024-01-14
1488,Disco Duro,1,3543,3543,2025-07-12
1489,Laptop,3,3578,10734,2023-09-05
1490,Auriculares,4,2406,9624,2024-04-24
1491,Mouse,4,4802,19208,2024-02-25
1492,Auriculares,2,1609,3218,2024-07-24
1493,Teclado,2,1521,3042,2024-05-07
1494,Tablet,4,3814,15256,2023-10-01
1495,Teclado,2,4338,8676,2025-04-14
1496,Celular,3,3100,9300,2025-05-20
1497,Memoria USB,2,1096,2192,2024-10-13
1498,Disco Duro,2,1120,2240,2024-08-07
1499,Mouse,4,522,2088,2023-08-31
1500,Impresora,4,1359,5436,2024-08-06
1501,Tablet,1,3905,3905,2023-11-14
1502,Monitor,1,643,643,2025-02-05
1503,Monitor,4,1906,7624,2024-08-14
1504,Monitor,2,3370,6740,2024-09-03
1505,Mouse,2,1070,2140,2024-02-10
1506,Monitor,1,3792,3792,2023-09-16
1507,Laptop,1,3936,3936,2024-09-18
1508,Tablet,1,4038,4038,2023-12-03
1509,Laptop,3,1349,4047,2025-07-24
1510,Memoria USB,3,4134,12402,2024-04-14
1511,Tablet,1,3387,3387,2024-10-05
1512,Laptop,2,3971,7942,2025-02-21
1513,Tablet,1,2517,2517,2024-07-19
1514,Memoria USB,3,1593,4779,2025-06-16
1515,Auriculares,2,2654,5308,2025-02-04
1516,Mouse,3,2788,8364,2025-06-01
1517,Mouse,2,1231,2462,2023-09-20
1518,Monitor,3,795,2385,2025-02-15
1519,Teclado,2,1180,2360,2023-09-10
1520,Monitor,2,2403,4806,2024-01-17
1521,Celular,2,2674,5348,2024-12-05
1522,Laptop,2,3560,7120,2024-12-25
1523,Tablet,4,4717,18868,2024-05-31
1524,Teclado,3,4655,13965,2025-06-27
1525,Memoria USB,3,1115,3345,2023-12-13
1526,Celular,4,43,172,2024-11-19
1527,Memoria USB,2,4739,9478,2025-06-14
1528,Mouse,2,3576,7152,2024-07-17
1529,Mouse,3,1099,3297,2024-05-03
1530,Monitor,4,4338,17352,2025-04-12
1531,Laptop,2,198,396,2024-09-24
1532,Teclado,2,2867,5734,2025-04-23
1533,Disco Duro,2,1980,3960,2025-01-11
1534,Celular,1,1493,1493,2025-05-27
1535,Celular,4,4908,19632,2024-11-30
1536,Monitor,2,4999,9998,2024-10-02
1537,Mouse,1,1232,1232,2025-04-22
1538,Monitor,4,829,3316,2023-11-28
1539,Tablet,2,439,878,2024-06-07
1540,Teclado,3,3679,11037,2025-06-09
1541,Laptop,1,3836,3836,2024-01-25
1542,Auriculares,1,1298,1298,2024-01-31
1543,Impresora,2,2543,5086,2025-05-07
1544,Impresora,2,1460,2920,2025-07-19
1545,Monitor,1,1360,1360,2025-08-08
1546,Tablet,3,2241,6723,2023-11-27
1547,Teclado,3,2412,7236,2024-09-02
1548,Disco Duro,4,1381,5524,2025-03-11
1549,Impresora,2,611,1222,2024-11-14
1550,Teclado,3,546,1638,2023-12-17
1551,Laptop,4,2523,10092,2025-04-18
1552,Memoria USB,3,1312,3936,2025-08-07
1553,Tablet,2,1674,3348,2025-01-09
1554,Mouse,4,4926,19704,2024-02-27
1555,Teclado,4,207,828,2024-12-10
1556,Laptop,4,2778,11112,2024-07-10
1557,Disco Duro,3,548,1644,2025-04-09
1558,Auriculares,2,453,906,2024-02-18
1559,Mouse,4,3532,14128,2024-02-19
1560,Auriculares,1,1824,1824,2025-07-15
1561,Disco Duro,2,322,644,2024-06-04
1562,Laptop,1,4202,4202,2024-12-09
1563,Impresora,1,457,457,2025-05-01
1564,Auriculares,4,2608,10432,2025-05-24
1565,Mouse,4,852,3408,2024-05-10
1566,Monitor,3,816,2448,2025-01-26
1567,Celular,3,579,1737,2024-01-31
1568,Teclado,3,3608,10824,2024-12-21
1569,Impresora,2,781,1562,2024-02-19
1570,Auriculares,3,3594,10782,2025-08-16
1571,Memoria USB,1,3805,3805,2024-12-03
1572,Teclado,3,2534,7602,2023-09-12
1573,Monitor,4,704,2816,2024-05-23
1574,Disco Duro,3,4253,12759,2024-05-08
1575,Celular,2,597,1194,2024-07-20
1576,Laptop,2,4825,9650,2024-11-30
1577,Monitor,1,247,247,2023-12-16
1578,Monitor,2,2348,4696,2024-10-08
1579,Disco Duro,3,2751,8253,2025-02-09
1580,Tablet,4,847,3388,2025-08-14
1581,Disco Duro,2,450,900,2024-05-05
1582,Tablet,1,1083,1083,2024-02-06
1583,Tablet,3,1729,5187,2025-02-05
1584,Impresora,1,1254,1254,2025-04-11
1585,Impresora,2,321,642,2023-09-06
1586,Mouse,2,1440,2880,2023-10-11
1587,Auriculares,1,4648,4648,2024-06-21
1588,Auriculares,3,788,2364,2024-12-21
1589,Laptop,2,1424,2848,2024-10-11
1590,Auriculares,4,463,1852,2024-06-22
1591,Impresora,2,3124,6248,2024-03-05
1592,Mouse,3,4375,13125,2024-09-13
1593,Mouse,2,3325,6650,2024-11-19
1594,Tablet,1,1558,1558,2025-08-04
1595,Disco Duro,2,3950,7900,2025-07-27
1596,Laptop,2,1351,2702,2025-06-10
1597,Tablet,3,89,267,2024-06-27
1598,Disco Duro,1,3455,3455,2023-12-27
1599,Auriculares,3,500,1500,2024-02-13
1600,Tablet,2,4114,8228,2024-01-03
1601,Teclado,4,3516,14064,2023-10-27
1602,Auriculares,2,2813,5626,2024-09-18
1603,Disco Duro,3,2912,8736,2024-08-21
1604,Laptop,4,1218,4872,2024-05-27
1605,Disco Duro,3,2392,7176,2024-08-19
1606,Tablet,3,1912,5736,2024-02-09
1607,Tablet,1,1903,1903,2023-10-12
1608,Monitor,4,817,3268,2024-07-15
1609,Laptop,2,37,74,2025-06-17
1610,Memoria USB,3,63,189,2025-04-05
1611,Auriculares,2,174,348,2024-01-14
1612,Mouse,1,4982,4982,2024-05-22
1613,Laptop,1,3468,3468,2024-01-24
1614,Mouse,4,4858,19432,2025-01-11
1615,Laptop,1,4100,4100,2024-08-19
1616,Laptop,1,1445,1445,2024-07-12
1617,Disco Duro,2,4340,8680,2025-06-07
1618,Laptop,1,4332,4332,2024-06-15
1619,Monitor,1,3659,3659,2024-12-28
1620,Memoria USB,3,4146,12438,2025-02-18
1621,Tablet,1,1912,1912,2024-06-21
1622,Celular,3,917,2751,2024-12-01
1623,Mouse,1,3444,3444,2024-04-17
1624,Tablet,1,4560,4560,2025-06-02
1625,Celular,4,1278,5112,2025-01-20
1626,Memoria USB,4,2035,8140,2024-02-14
1627,Memoria USB,3,4853,14559,2024-10-05
1628,Mouse,1,1722,1722,2025-08-17
1629,Mouse,2,893,1786,2024-08-20
1630,Memoria USB,4,585,2340,2023-09-14
1631,Celular,2,2038,4076,2024-07-05
1632,Laptop,4,1905,7620,2025-01-28
1633,Auriculares,4,2143,8572,2024-05-24
1634,Teclado,1,4662,4662,2025-04-17
1635,Tablet,4,2334,9336,2025-05-03
1636,Disco Duro,2,4432,8864,2024-04-07
1637,Tablet,4,3903,15612,2025-06-16
1638,Disco Duro,3,3212,9636,2023-12-08
1639,Celular,1,1879,1879,2024-02-14
1640,Disco Duro,1,44,44,2024-07-07
1641,Mouse,3,3523,10569,2024-06-03
1642,Auriculares,3,4275,12825,2024-07-16
1643,Auriculares,3,1157,3471,2025-06-09
1644,Mouse,4,1209,4836,2024-08-12
1645,Monitor,1,4818,4818,2023-09-05
1646,Celular,3,4116,12348,2024-05-23
1647,Monitor,4,3177,12708,2023-11-01
1648,Monitor,3,2387,7161,2024-03-04
1649,Tablet,2,4497,8994,2025-01-26
1650,Memoria USB,2,1761,3522,2023-12-06
1651,Tablet,1,3708,3708,2024-03-05
1652,Memoria USB,4,3766,15064,2024-01-14
1653,Teclado,2,917,1834,2024-08-06
1654,Disco Duro,2,4043,8086,2024-10-19
1655,Memoria USB,4,736,2944,2024-12-05
1656,Mouse,3,3987,11961,2025-07-08
1657,Tablet,4,4041,16164,2024-03-25
1658,Celular,3,3235,9705,2023-11-23
1659,Disco Duro,2,410,820,2024-05-08
1660,Teclado,2,3904,7808,2025-03-19
1661,Memoria USB,2,1719,3438,2025-02-13
1662,Teclado,1,3057,3057,2024-06-02
1663,Celular,1,252,252,2024-12-18
1664,Monitor,1,1946,1946,2024-08-28
1665,Auriculares,4,3151,12604,2023-10-31
1666,Celular,2,3326,6652,2024-09-04
1667,Impresora,2,2744,5488,2024-05-27
1668,Celular,4,4821,19284,2024-06-19
1669,Teclado,1,253,253,2024-05-03
1670,Mouse,4,1411,5644,2025-07-06
1671,Tablet,1,2912,2912,2025-07-14
1672,Mouse,2,1275,2550,2024-05-12
1673,Teclado,3,2558,7674,2025-07-17
1674,Tablet,1,3710,3710,2025-08-08
1675,Impresora,2,909,1818,2024-10-19
1676,Auriculares,2,4707,9414,2024-03-22
1677,Disco Duro,3,765,2295,2025-06-23
1678,Teclado,2,1739,3478,2023-11-30
1679,Memoria USB,2,447,894,2023-12-12
1680,Teclado,1,751,751,2024-06-25
1681,Teclado,1,819,819,2025-06-30
1682,Tablet,3,4317,12951,2024-12-09
1683,Laptop,3,855,2565,2025-02-20
1684,Celular,2,154,308,2023-12-12
1685,Laptop,1,2558,2558,2023-11-17
1686,Impresora,3,3738,11214,2024-02-21
1687,Memoria USB,3,60,180,2025-04-10
1688,Auriculares,4,3387,13548,2024-02-03
1689,Monitor,3,2435,7305,2023-11-20
1690,Impresora,2,2060,4120,2024-11-19
1691,Monitor,1,4359,4359,2024-04-16
1692,Monitor,3,2969,8907,2025-02-06
1693,Auriculares,4,4281,17124,2025-07-01
1694,Mouse,1,3486,3486,2025-08-18
1695,Laptop,3,3108,9324,2023-10-19
1696,Teclado,4,4843,19372,2025-02-14
1697,Disco Duro,3,1135,3405,2025-05-01
1698,Monitor,1,4598,4598,2024-09-27
1699,Memoria USB,1,2610,2610,2025-07-01
1700,Impresora,1,3593,3593,2025-06-18
1701,Mouse,2,2998,5996,2025-01-22
1702,Monitor,3,2467,7401,2024-03-06
1703,Mouse,2,1250,2500,2023-10-07
1704,Mouse,1,2686,2686,2025-02-02
1705,Monitor,4,4995,19980,2024-09-22
1706,Tablet,3,4945,14835,2025-06-17
1707,Celular,2,4874,9748,2023-11-04
1708,Memoria USB,3,4278,12834,2024-10-11
1709,Teclado,4,2614,10456,2025-06-09
1710,Teclado,2,3450,6900,2025-04-27
1711,Memoria USB,1,2937,2937,2024-07-22
1712,Tablet,2,2972,5944,2025-05-16
1713,Teclado,3,2015,6045,2025-07-10
1714,Mouse,3,3911,11733,2025-03-19
1715,Auriculares,3,326,978,2024-06-13
1716,Impresora,3,1382,4146,2023-11-14
1717,Laptop,1,2122,2122,2023-09-06
1718,Teclado,2,3050,6100,2024-01-03
1719,Memoria USB,1,352,352,2024-12-12
1720,Auriculares,1,2772,2772,2025-05-16
1721,Monitor,1,262,262,2024-07-06
1722,Celular,3,1904,5712,2024-09-17
1723,Memoria USB,3,1452,4356,2024-12-13
1724,Mouse,3,2570,7710,2025-05-23
1725,Celular,2,322,644,2024-08-24
1726,Impresora,4,4350,17400,2024-08-23
1727,Impresora,3,3129,9387,2024-06-05
1728,Tablet,2,2206,4412,2024-09-03
1729,Disco Duro,3,4310,12930,2025-07-14
1730,Tablet,3,1570,4710,2024-11-27
1731,Auriculares,1,1812,1812,2025-04-07
1732,Celular,1,666,666,2023-09-04
1733,Disco Duro,1,4676,4676,2025-02-08
1734,Monitor,2,732,1464,2024-02-06
1735,Mouse,4,4528,18112,2024-05-18
1736,Celular,4,557,2228,2023-10-31
1737,Tablet,2,254,508,2024-07-05
1738,Laptop,3,2416,7248,2024-09-01
1739,Disco Duro,2,1524,3048,2023-11-19
1740,Disco Duro,3,1394,4182,2025-07-23
1741,Mouse,2,4531,9062,2024-05-05
1742,Teclado,2,1929,3858,2024-03-26
1743,Impresora,2,935,1870,2024-11-14
1744,Impresora,4,3978,15912,2025-02-16
1745,Laptop,1,100,100,2024-01-10
1746,Auriculares,2,2103,4206,2024-01-30
1747,Auriculares,4,2708,10832,2023-09-23
1748,Monitor,1,1710,1710,2024-01-21
1749,Celular,1,776,776,2024-05-08
1750,Memoria USB,2,2690,5380,2025-08-19
1751,Teclado,3,3771,11313,2024-05-27
1752,Tablet,3,3572,10716,2024-06-02
1753,Memoria USB,3,487,1461,2025-04-23
1754,Memoria USB,2,1514,3028,2025-02-14
1755,Disco Duro,3,1039,3117,2025-04-15
1756,Laptop,4,921,3684,2024-01-17
1757,Impresora,4,692,2768,2025-06-08
1758,Monitor,4,458,1832,2023-10-28
1759,Auriculares,4,4242,16968,2025-03-14
1760,Laptop,1,2096,2096,2024-05-27
1761,Disco Duro,4,464,1856,2024-11-07
1762,Tablet,3,985,2955,2024-09-24
1763,Monitor,2,3810,7620,2023-12-28
1764,Disco Duro,3,483,1449,2024-07-24
1765,Impresora,4,2218,8872,2024-12-16
1766,Impresora,1,2307,2307,2025-08-12
1767,Impresora,4,3785,15140,2024-02-24
1768,Laptop,2,3196,6392,2024-02-07
1769,Laptop,3,4028,12084,2025-07-06
1770,Auriculares,2,3524,7048,2024-05-08
1771,Auriculares,2,932,1864,2025-08-08
1772,Tablet,2,516,1032,2025-05-30
1773,Monitor,3,1483,4449,2025-03-02
1774,Mouse,4,4273,17092,2025-01-10
1775,Mouse,2,4287,8574,2025-01-24
1776,Disco Duro,3,513,1539,2024-12-05
1777,Impresora,1,1446,1446,2024-01-30
1778,Monitor,3,1712,5136,2024-06-06
1779,Memoria USB,1,1813,1813,2024-07-27
1780,Laptop,3,2743,8229,2025-01-05
1781,Celular,4,678,2712,2023-12-06
1782,Teclado,2,4781,9562,2024-12-09
1783,Tablet,4,4482,17928,2025-04-13
1784,Impresora,3,569,1707,2024-11-27
1785,Impresora,2,662,1324,2024-12-17
1786,Impresora,1,4370,4370,2025-07-26
1787,Laptop,3,227,681,2024-01-22
1788,Laptop,2,2517,5034,2025-06-01
1789,Teclado,1,4210,4210,2024-01-18
1790,Memoria USB,1,1903,1903,2024-02-26
1791,Monitor,4,2906,11624,2025-06-05
1792,Impresora,3,497,1491,2023-12-31
1793,Mouse,1,781,781,2024-11-16
1794,Auriculares,2,209,418,2025-01-19
1795,Mouse,1,775,775,2024-12-25
1796,Disco Duro,1,1466,1466,2024-12-10
1797,Mouse,4,4951,19804,2024-05-11
1798,Disco Duro,4,1683,6732,2025-02-10
1799,Celular,2,1855,3710,2024-11-23
1800,Auriculares,4,4248,16992,2025-02-08
1801,Mouse,1,4170,4170,2025-05-20
1802,Celular,1,4080,4080,2025-07-06
1803,Tablet,4,4625,18500,2024-06-12
1804,Monitor,1,4785,4785,2024-10-30
1805,Celular,1,3632,3632,2024-05-23
1806,Monitor,2,1709,3418,2025-04-01
1807,Mouse,4,1336,5344,2024-06-25
1808,Memoria USB,1,4849,4849,2025-08-17
1809,Celular,4,3206,12824,2024-09-01
1810,Auriculares,2,4040,8080,2024-01-27
1811,Mouse,4,4374,17496,2024-03-13
1812,Impresora,1,1165,1165,2025-06-13
1813,Laptop,4,4414,17656,2023-11-05
1814,Celular,1,580,580,2024-09-05
1815,Auriculares,1,1932,1932,2024-06-21
1816,Tablet,1,1884,1884,2023-10-23
1817,Impresora,2,316,632,2025-03-14
1818,Tablet,4,2429,9716,2023-12-08
1819,Mouse,2,2656,5312,2024-02-25
1820,Laptop,4,1481,5924,2024-04-07
1821,Celular,2,4312,8624,2023-10-09
1822,Celular,3,2288,6864,2024-05-16
1823,Memoria USB,1,1014,1014,2025-08-18
1824,Memoria USB,1,27,27,2024-05-02
1825,Mouse,2,2611,5222,2023-11-17
1826,Mouse,3,2535,7605,2024-02-19
1827,Laptop,1,4435,4435,2023-09-16
1828,Memoria USB,4,1437,5748,2024-09-13
1829,Auriculares,2,2336,4672,2024-03-31
1830,Auriculares,1,3952,3952,2024-09-22
1831,Laptop,1,1307,1307,2025-01-14
1832,Auriculares,2,2864,5728,2025-03-05
1833,Disco Duro,2,1138,2276,2024-11-04
1834,Monitor,4,572,2288,2024-02-13
1835,Laptop,4,680,2720,2024-06-28
1836,Laptop,1,735,735,2024-05-22
1837,Teclado,1,3605,3605,2023-09-26
1838,Impresora,2,3781,7562,2024-03-26
1839,Impresora,1,2549,2549,2025-08-12
1840,Disco Duro,1,3990,3990,2025-06-24
1841,Memoria USB,2,3427,6854,2024-10-03
1842,Mouse,1,1478,1478,2025-01-22
1843,Mouse,1,3287,3287,2024-05-17
1844,Tablet,3,874,2622,2025-05-21
1845,Disco Duro,4,4780,19120,2024-12-09
1846,Laptop,2,3557,7114,2024-07-12
1847,Disco Duro,3,1917,5751,2024-08-12
1848,Disco Duro,4,292,1168,2023-11-20
1849,Disco Duro,4,4107,16428,2023-10-03
1850,Impresora,4,1292,5168,2024-08-21
1851,Disco Duro,3,4394,13182,2025-06-23
1852,Monitor,3,4039,12117,2024-03-11
1853,Mouse,4,835,3340,2024-08-22
1854,Tablet,1,4391,4391,2024-06-05
1855,Monitor,1,942,942,2025-04-16
1856,Tablet,3,4757,14271,2024-12-15
1857,Teclado,3,4620,13860,2025-05-20
1858,Tablet,3,4887,14661,2025-01-04
1859,Mouse,4,1284,5136,2025-05-21
1860,Mouse,1,3744,3744,2023-10-13
1861,Disco Duro,3,2807,8421,2023-12-03
1862,Celular,3,2742,8226,2024-08-17
1863,Teclado,2,4243,8486,2024-10-19
1864,Laptop,4,2570,10280,2025-07-21
1865,Auriculares,2,2969,5938,2024-03-14
1866,Tablet,1,1693,1693,2023-09-05
1867,Celular,2,4607,9214,2025-04-29
1868,Disco Duro,2,3112,6224,2025-05-12
1869,Impresora,2,2858,5716,2024-12-04
1870,Laptop,4,1686,6744,2024-11-30
1871,Memoria USB,1,4531,4531,2024-06-21
1872,Celular,2,2215,4430,2025-04-18
1873,Impresora,4,1404,5616,2024-10-22
